"source_ID","source_EntityType","qual","target_ID","target_EntityType","EntityType","ID",":LABEL","id:ID"
"cr615","Container","CR contains HU","hu3122","Handling Unit","(Container,Handling Unit)","(cr615,hu3122)","ENTITY","226711"
"cr615","Container","CR contains HU","hu3123","Handling Unit","(Container,Handling Unit)","(cr615,hu3123)","ENTITY","226712"
"cr615","Container","CR contains HU","hu3124","Handling Unit","(Container,Handling Unit)","(cr615,hu3124)","ENTITY","226713"
"cr615","Container","CR contains HU","hu3125","Handling Unit","(Container,Handling Unit)","(cr615,hu3125)","ENTITY","226714"
"cr615","Container","CR contains HU","hu3126","Handling Unit","(Container,Handling Unit)","(cr615,hu3126)","ENTITY","226715"
"cr615","Container","CR contains HU","hu3127","Handling Unit","(Container,Handling Unit)","(cr615,hu3127)","ENTITY","226716"
"cr615","Container","CR for TD","td175","Transport Document","(Container,Transport Document)","(cr615,td175)","ENTITY","226717"
"cr614","Container","CR contains HU","hu3128","Handling Unit","(Container,Handling Unit)","(cr614,hu3128)","ENTITY","226718"
"cr614","Container","CR contains HU","hu3129","Handling Unit","(Container,Handling Unit)","(cr614,hu3129)","ENTITY","226719"
"cr614","Container","CR contains HU","hu3130","Handling Unit","(Container,Handling Unit)","(cr614,hu3130)","ENTITY","226720"
"cr614","Container","CR contains HU","hu3131","Handling Unit","(Container,Handling Unit)","(cr614,hu3131)","ENTITY","226721"
"cr614","Container","CR contains HU","hu3132","Handling Unit","(Container,Handling Unit)","(cr614,hu3132)","ENTITY","226722"
"cr614","Container","CR contains HU","hu3133","Handling Unit","(Container,Handling Unit)","(cr614,hu3133)","ENTITY","226723"
"cr614","Container","CR for TD","td175","Transport Document","(Container,Transport Document)","(cr614,td175)","ENTITY","226724"
"cr585","Container","CR contains HU","hu3134","Handling Unit","(Container,Handling Unit)","(cr585,hu3134)","ENTITY","226725"
"cr585","Container","CR contains HU","hu3135","Handling Unit","(Container,Handling Unit)","(cr585,hu3135)","ENTITY","226726"
"cr585","Container","CR contains HU","hu3136","Handling Unit","(Container,Handling Unit)","(cr585,hu3136)","ENTITY","226727"
"cr585","Container","CR contains HU","hu3137","Handling Unit","(Container,Handling Unit)","(cr585,hu3137)","ENTITY","226728"
"cr585","Container","CR contains HU","hu3138","Handling Unit","(Container,Handling Unit)","(cr585,hu3138)","ENTITY","226729"
"cr585","Container","CR for TD","td166","Transport Document","(Container,Transport Document)","(cr585,td166)","ENTITY","226730"
"cr558","Container","CR contains HU","hu3139","Handling Unit","(Container,Handling Unit)","(cr558,hu3139)","ENTITY","226731"
"cr558","Container","CR contains HU","hu3140","Handling Unit","(Container,Handling Unit)","(cr558,hu3140)","ENTITY","226732"
"cr558","Container","CR contains HU","hu3141","Handling Unit","(Container,Handling Unit)","(cr558,hu3141)","ENTITY","226733"
"cr558","Container","CR contains HU","hu3142","Handling Unit","(Container,Handling Unit)","(cr558,hu3142)","ENTITY","226734"
"cr558","Container","CR contains HU","hu3143","Handling Unit","(Container,Handling Unit)","(cr558,hu3143)","ENTITY","226735"
"cr558","Container","CR contains HU","hu3144","Handling Unit","(Container,Handling Unit)","(cr558,hu3144)","ENTITY","226736"
"cr558","Container","CR for TD","td158","Transport Document","(Container,Transport Document)","(cr558,td158)","ENTITY","226737"
"cr587","Container","CR contains HU","hu3145","Handling Unit","(Container,Handling Unit)","(cr587,hu3145)","ENTITY","226738"
"cr587","Container","CR for TD","td167","Transport Document","(Container,Transport Document)","(cr587,td167)","ENTITY","226739"
"cr622","Container","CR contains HU","hu3146","Handling Unit","(Container,Handling Unit)","(cr622,hu3146)","ENTITY","226740"
"cr622","Container","CR contains HU","hu3147","Handling Unit","(Container,Handling Unit)","(cr622,hu3147)","ENTITY","226741"
"cr622","Container","CR contains HU","hu3148","Handling Unit","(Container,Handling Unit)","(cr622,hu3148)","ENTITY","226742"
"cr622","Container","CR contains HU","hu3149","Handling Unit","(Container,Handling Unit)","(cr622,hu3149)","ENTITY","226743"
"cr622","Container","CR contains HU","hu3150","Handling Unit","(Container,Handling Unit)","(cr622,hu3150)","ENTITY","226744"
"cr622","Container","CR contains HU","hu3151","Handling Unit","(Container,Handling Unit)","(cr622,hu3151)","ENTITY","226745"
"cr622","Container","CR for TD","td177","Transport Document","(Container,Transport Document)","(cr622,td177)","ENTITY","226746"
"cr619","Container","CR contains HU","hu3152","Handling Unit","(Container,Handling Unit)","(cr619,hu3152)","ENTITY","226747"
"cr619","Container","CR contains HU","hu3153","Handling Unit","(Container,Handling Unit)","(cr619,hu3153)","ENTITY","226748"
"cr619","Container","CR contains HU","hu3154","Handling Unit","(Container,Handling Unit)","(cr619,hu3154)","ENTITY","226749"
"cr619","Container","CR contains HU","hu3155","Handling Unit","(Container,Handling Unit)","(cr619,hu3155)","ENTITY","226750"
"cr619","Container","CR contains HU","hu3156","Handling Unit","(Container,Handling Unit)","(cr619,hu3156)","ENTITY","226751"
"cr619","Container","CR contains HU","hu3157","Handling Unit","(Container,Handling Unit)","(cr619,hu3157)","ENTITY","226752"
"cr619","Container","CR for TD","td176","Transport Document","(Container,Transport Document)","(cr619,td176)","ENTITY","226753"
"cr609","Container","CR contains HU","hu3158","Handling Unit","(Container,Handling Unit)","(cr609,hu3158)","ENTITY","226754"
"cr609","Container","CR contains HU","hu3159","Handling Unit","(Container,Handling Unit)","(cr609,hu3159)","ENTITY","226755"
"cr609","Container","CR contains HU","hu3160","Handling Unit","(Container,Handling Unit)","(cr609,hu3160)","ENTITY","226756"
"cr609","Container","CR contains HU","hu3161","Handling Unit","(Container,Handling Unit)","(cr609,hu3161)","ENTITY","226757"
"cr609","Container","CR contains HU","hu3162","Handling Unit","(Container,Handling Unit)","(cr609,hu3162)","ENTITY","226758"
"cr609","Container","CR contains HU","hu3163","Handling Unit","(Container,Handling Unit)","(cr609,hu3163)","ENTITY","226759"
"cr609","Container","CR for TD","td174","Transport Document","(Container,Transport Document)","(cr609,td174)","ENTITY","226760"
"cr572","Container","CR contains HU","hu3164","Handling Unit","(Container,Handling Unit)","(cr572,hu3164)","ENTITY","226761"
"cr572","Container","CR contains HU","hu3165","Handling Unit","(Container,Handling Unit)","(cr572,hu3165)","ENTITY","226762"
"cr572","Container","CR contains HU","hu3166","Handling Unit","(Container,Handling Unit)","(cr572,hu3166)","ENTITY","226763"
"cr572","Container","CR contains HU","hu3167","Handling Unit","(Container,Handling Unit)","(cr572,hu3167)","ENTITY","226764"
"cr572","Container","CR contains HU","hu3168","Handling Unit","(Container,Handling Unit)","(cr572,hu3168)","ENTITY","226765"
"cr572","Container","CR contains HU","hu3169","Handling Unit","(Container,Handling Unit)","(cr572,hu3169)","ENTITY","226766"
"cr572","Container","CR for TD","td162","Transport Document","(Container,Transport Document)","(cr572,td162)","ENTITY","226767"
"cr611","Container","CR contains HU","hu3170","Handling Unit","(Container,Handling Unit)","(cr611,hu3170)","ENTITY","226768"
"cr611","Container","CR contains HU","hu3171","Handling Unit","(Container,Handling Unit)","(cr611,hu3171)","ENTITY","226769"
"cr611","Container","CR contains HU","hu3172","Handling Unit","(Container,Handling Unit)","(cr611,hu3172)","ENTITY","226770"
"cr611","Container","CR contains HU","hu3173","Handling Unit","(Container,Handling Unit)","(cr611,hu3173)","ENTITY","226771"
"cr611","Container","CR contains HU","hu3174","Handling Unit","(Container,Handling Unit)","(cr611,hu3174)","ENTITY","226772"
"cr611","Container","CR contains HU","hu3175","Handling Unit","(Container,Handling Unit)","(cr611,hu3175)","ENTITY","226773"
"cr611","Container","CR for TD","td174","Transport Document","(Container,Transport Document)","(cr611,td174)","ENTITY","226774"
"cr620","Container","CR contains HU","hu3176","Handling Unit","(Container,Handling Unit)","(cr620,hu3176)","ENTITY","226775"
"cr620","Container","CR contains HU","hu3177","Handling Unit","(Container,Handling Unit)","(cr620,hu3177)","ENTITY","226776"
"cr620","Container","CR contains HU","hu3178","Handling Unit","(Container,Handling Unit)","(cr620,hu3178)","ENTITY","226777"
"cr620","Container","CR contains HU","hu3179","Handling Unit","(Container,Handling Unit)","(cr620,hu3179)","ENTITY","226778"
"cr620","Container","CR contains HU","hu3180","Handling Unit","(Container,Handling Unit)","(cr620,hu3180)","ENTITY","226779"
"cr620","Container","CR contains HU","hu3181","Handling Unit","(Container,Handling Unit)","(cr620,hu3181)","ENTITY","226780"
"cr620","Container","CR for TD","td176","Transport Document","(Container,Transport Document)","(cr620,td176)","ENTITY","226781"
"cr617","Container","CR contains HU","hu3182","Handling Unit","(Container,Handling Unit)","(cr617,hu3182)","ENTITY","226782"
"cr617","Container","CR contains HU","hu3183","Handling Unit","(Container,Handling Unit)","(cr617,hu3183)","ENTITY","226783"
"cr617","Container","CR contains HU","hu3184","Handling Unit","(Container,Handling Unit)","(cr617,hu3184)","ENTITY","226784"
"cr617","Container","CR contains HU","hu3185","Handling Unit","(Container,Handling Unit)","(cr617,hu3185)","ENTITY","226785"
"cr617","Container","CR contains HU","hu3186","Handling Unit","(Container,Handling Unit)","(cr617,hu3186)","ENTITY","226786"
"cr617","Container","CR contains HU","hu3187","Handling Unit","(Container,Handling Unit)","(cr617,hu3187)","ENTITY","226787"
"cr617","Container","CR for TD","td176","Transport Document","(Container,Transport Document)","(cr617,td176)","ENTITY","226788"
"cr627","Container","CR contains HU","hu3188","Handling Unit","(Container,Handling Unit)","(cr627,hu3188)","ENTITY","226789"
"cr627","Container","CR contains HU","hu3189","Handling Unit","(Container,Handling Unit)","(cr627,hu3189)","ENTITY","226790"
"cr627","Container","CR contains HU","hu3190","Handling Unit","(Container,Handling Unit)","(cr627,hu3190)","ENTITY","226791"
"cr627","Container","CR contains HU","hu3191","Handling Unit","(Container,Handling Unit)","(cr627,hu3191)","ENTITY","226792"
"cr627","Container","CR contains HU","hu3192","Handling Unit","(Container,Handling Unit)","(cr627,hu3192)","ENTITY","226793"
"cr627","Container","CR contains HU","hu3193","Handling Unit","(Container,Handling Unit)","(cr627,hu3193)","ENTITY","226794"
"cr627","Container","CR for TD","td178","Transport Document","(Container,Transport Document)","(cr627,td178)","ENTITY","226795"
"cr599","Container","CR contains HU","hu3194","Handling Unit","(Container,Handling Unit)","(cr599,hu3194)","ENTITY","226796"
"cr599","Container","CR contains HU","hu3195","Handling Unit","(Container,Handling Unit)","(cr599,hu3195)","ENTITY","226797"
"cr599","Container","CR contains HU","hu3196","Handling Unit","(Container,Handling Unit)","(cr599,hu3196)","ENTITY","226798"
"cr599","Container","CR contains HU","hu3197","Handling Unit","(Container,Handling Unit)","(cr599,hu3197)","ENTITY","226799"
"cr599","Container","CR contains HU","hu3198","Handling Unit","(Container,Handling Unit)","(cr599,hu3198)","ENTITY","226800"
"cr599","Container","CR contains HU","hu3199","Handling Unit","(Container,Handling Unit)","(cr599,hu3199)","ENTITY","226801"
"cr599","Container","CR for TD","td171","Transport Document","(Container,Transport Document)","(cr599,td171)","ENTITY","226802"
"cr554","Container","CR contains HU","hu3200","Handling Unit","(Container,Handling Unit)","(cr554,hu3200)","ENTITY","226803"
"cr554","Container","CR contains HU","hu3201","Handling Unit","(Container,Handling Unit)","(cr554,hu3201)","ENTITY","226804"
"cr554","Container","CR contains HU","hu3202","Handling Unit","(Container,Handling Unit)","(cr554,hu3202)","ENTITY","226805"
"cr554","Container","CR contains HU","hu3203","Handling Unit","(Container,Handling Unit)","(cr554,hu3203)","ENTITY","226806"
"cr554","Container","CR contains HU","hu3204","Handling Unit","(Container,Handling Unit)","(cr554,hu3204)","ENTITY","226807"
"cr554","Container","CR contains HU","hu3205","Handling Unit","(Container,Handling Unit)","(cr554,hu3205)","ENTITY","226808"
"cr554","Container","CR for TD","td157","Transport Document","(Container,Transport Document)","(cr554,td157)","ENTITY","226809"
"cr578","Container","CR contains HU","hu3206","Handling Unit","(Container,Handling Unit)","(cr578,hu3206)","ENTITY","226810"
"cr578","Container","CR contains HU","hu3207","Handling Unit","(Container,Handling Unit)","(cr578,hu3207)","ENTITY","226811"
"cr578","Container","CR contains HU","hu3208","Handling Unit","(Container,Handling Unit)","(cr578,hu3208)","ENTITY","226812"
"cr578","Container","CR contains HU","hu3209","Handling Unit","(Container,Handling Unit)","(cr578,hu3209)","ENTITY","226813"
"cr578","Container","CR contains HU","hu3210","Handling Unit","(Container,Handling Unit)","(cr578,hu3210)","ENTITY","226814"
"cr578","Container","CR contains HU","hu3211","Handling Unit","(Container,Handling Unit)","(cr578,hu3211)","ENTITY","226815"
"cr578","Container","CR for TD","td164","Transport Document","(Container,Transport Document)","(cr578,td164)","ENTITY","226816"
"cr603","Container","CR contains HU","hu3212","Handling Unit","(Container,Handling Unit)","(cr603,hu3212)","ENTITY","226817"
"cr603","Container","CR contains HU","hu3213","Handling Unit","(Container,Handling Unit)","(cr603,hu3213)","ENTITY","226818"
"cr603","Container","CR contains HU","hu3214","Handling Unit","(Container,Handling Unit)","(cr603,hu3214)","ENTITY","226819"
"cr603","Container","CR contains HU","hu3215","Handling Unit","(Container,Handling Unit)","(cr603,hu3215)","ENTITY","226820"
"cr603","Container","CR contains HU","hu3216","Handling Unit","(Container,Handling Unit)","(cr603,hu3216)","ENTITY","226821"
"cr603","Container","CR contains HU","hu3217","Handling Unit","(Container,Handling Unit)","(cr603,hu3217)","ENTITY","226822"
"cr603","Container","CR for TD","td172","Transport Document","(Container,Transport Document)","(cr603,td172)","ENTITY","226823"
"cr594","Container","CR contains HU","hu3218","Handling Unit","(Container,Handling Unit)","(cr594,hu3218)","ENTITY","226824"
"cr594","Container","CR for TD","td169","Transport Document","(Container,Transport Document)","(cr594,td169)","ENTITY","226825"
"cr604","Container","CR contains HU","hu3219","Handling Unit","(Container,Handling Unit)","(cr604,hu3219)","ENTITY","226826"
"cr604","Container","CR contains HU","hu3220","Handling Unit","(Container,Handling Unit)","(cr604,hu3220)","ENTITY","226827"
"cr604","Container","CR contains HU","hu3221","Handling Unit","(Container,Handling Unit)","(cr604,hu3221)","ENTITY","226828"
"cr604","Container","CR contains HU","hu3222","Handling Unit","(Container,Handling Unit)","(cr604,hu3222)","ENTITY","226829"
"cr604","Container","CR for TD","td172","Transport Document","(Container,Transport Document)","(cr604,td172)","ENTITY","226830"
